id,proposal_id,type,description,price_estimate,duffel_offer_id,duffel_offer_data
12,7,flight,"Alternative Economy Flight: New York to Los Angeles, Ontario to New York (Alaska Airlines)",495.40,off_0000B3hOj3c6PEL0dljI3D,"{""id"": ""off_0000B3hOj3c6PEL0dljI3D"", ""owner"": {""id"": ""arl_00009VME7DAch01WpssCcN"", ""name"": ""Alaska Airlines"", ""iata_code"": ""AS"", ""logo_lockup_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-lockup/AS.svg"", ""logo_symbol_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AS.svg"", ""conditions_of_carriage_url"": ""https://www.alaskaair.com/content/legal/contract-of-carriage/rule-1""}, ""slices"": [{""id"": ""sli_0000B3hOj3c6PEL0dljI35"", ""origin"": {""city"": ""New York"", ""iata"": ""JFK"", ""name"": ""John F. Kennedy International Airport""}, ""duration"": ""PT12H6M"", ""segments"": [{""id"": ""seg_0000B3hOj3c6PEL0dljI33"", ""origin"": {""iata"": ""JFK"", ""name"": ""John F. Kennedy International Airport""}, ""carrier"": {""iata"": ""AS"", ""name"": ""Alaska Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AS.svg""}, ""aircraft"": ""Boeing 737-900 (winglets)/BBJ3"", ""baggages"": [{""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-02-27T14:58:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-02-27T11:30:00"", ""destination"": {""iata"": ""SEA"", ""name"": ""Seattle-Tacoma International Airport""}, ""flightNumber"": ""0023""}, {""id"": ""seg_0000B3hOj3c6PEL0dljI34"", ""origin"": {""iata"": ""SEA"", ""name"": ""Seattle-Tacoma International Airport""}, ""carrier"": {""iata"": ""AS"", ""name"": ""Alaska Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AS.svg""}, ""aircraft"": ""Boeing 737 MAX 8 / BBJ MAX 8/MAX200"", ""baggages"": [{""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-02-27T20:36:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-02-27T17:50:00"", ""destination"": {""iata"": ""LAX"", ""name"": ""Los Angeles International Airport""}, ""flightNumber"": ""1411""}], ""destination"": {""city"": ""Los Angeles"", ""iata"": ""LAX"", ""name"": ""Los Angeles International Airport""}}, {""id"": ""sli_0000B3hOj3c6PEL0dljI3B"", ""origin"": {""city"": ""Ontario"", ""iata"": ""ONT"", ""name"": ""Ontario International Airport""}, ""duration"": ""PT11H3M"", ""segments"": [{""id"": ""seg_0000B3hOj3c6PEL0dljI38"", ""origin"": {""iata"": ""ONT"", ""name"": ""Ontario International Airport""}, ""carrier"": {""iata"": ""AS"", ""name"": ""Alaska Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AS.svg""}, ""aircraft"": ""Boeing 737-900 (winglets)/BBJ3"", ""baggages"": [{""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-03-07T18:52:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-03-07T16:02:00"", ""destination"": {""iata"": ""SEA"", ""name"": ""Seattle-Tacoma International Airport""}, ""flightNumber"": ""0665""}, {""id"": ""seg_0000B3hOj3c6PEL0dljI3A"", ""origin"": {""iata"": ""SEA"", ""name"": ""Seattle-Tacoma International Airport""}, ""carrier"": {""iata"": ""AS"", ""name"": ""Alaska Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AS.svg""}, ""aircraft"": ""Boeing 737 MAX 9 / BBJ MAX 9"", ""baggages"": [{""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-03-08T07:05:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-03-07T21:45:00"", ""destination"": {""iata"": ""JFK"", ""name"": ""John F. Kennedy International Airport""}, ""flightNumber"": ""0022""}], ""destination"": {""city"": ""New York"", ""iata"": ""JFK"", ""name"": ""John F. Kennedy International Airport""}}], ""expiresAt"": ""2026-02-26T03:18:59.917962Z"", ""passengers"": [{""id"": ""pas_0000B3hOinAvWV5peqtMSQ"", ""age"": null, ""type"": ""adult"", ""fare_type"": null, ""given_name"": null, ""family_name"": null, ""loyalty_programme_accounts"": []}], ""totalAmount"": ""495.40"", ""totalCurrency"": ""USD""}"
13,8,flight,"Economy Flight: New York to Miami, Miami to New York",313.91,off_0000B3hR7tgmdrCN0YtKVB,"{""id"": ""off_0000B3hR7tgmdrCN0YtKVB"", ""owner"": {""id"": ""arl_00009VME7DAGiJjwomhv32"", ""name"": ""American Airlines"", ""iata_code"": ""AA"", ""logo_lockup_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-lockup/AA.svg"", ""logo_symbol_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg"", ""conditions_of_carriage_url"": ""https://www.aa.com/i18n/customer-service/support/conditions-of-carriage.jsp""}, ""slices"": [{""id"": ""sli_0000B3hR7tgmdrCN0YtKV6"", ""origin"": {""city"": ""New York"", ""iata"": ""JFK"", ""name"": ""John F. Kennedy International Airport""}, ""duration"": ""PT3H10M"", ""segments"": [{""id"": ""seg_0000B3hR7tgQfAumzSj2xn"", ""origin"": {""iata"": ""JFK"", ""name"": ""John F. Kennedy International Airport""}, ""carrier"": {""iata"": ""AA"", ""name"": ""American Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg""}, ""aircraft"": ""Boeing 787-8"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-02-27T11:50:00"", ""cabinClass"": ""ECONOMY"", ""departingAt"": ""2026-02-27T08:40:00"", ""destination"": {""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""flightNumber"": ""2017""}], ""destination"": {""city"": ""Miami"", ""iata"": ""MIA"", ""name"": ""Miami International Airport""}}, {""id"": ""sli_0000B3hR7tgmdrCN0YtKV9"", ""origin"": {""city"": ""Miami"", ""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""duration"": ""PT3H7M"", ""segments"": [{""id"": ""seg_0000B3hR7tgmdrCN0YtKV8"", ""origin"": {""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""carrier"": {""iata"": ""AA"", ""name"": ""American Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg""}, ""aircraft"": ""Boeing 737-800"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-03-10T19:29:00"", ""cabinClass"": ""ECONOMY"", ""departingAt"": ""2026-03-10T16:22:00"", ""destination"": {""iata"": ""JFK"", ""name"": ""John F. Kennedy International Airport""}, ""flightNumber"": ""2899""}], ""destination"": {""city"": ""New York"", ""iata"": ""JFK"", ""name"": ""John F. Kennedy International Airport""}}], ""expiresAt"": ""2026-02-26T03:15:49.000000Z"", ""passengers"": [{""id"": ""pas_0000B3hR7Q0F0wwAwDlRfL"", ""age"": null, ""type"": ""adult"", ""fare_type"": null, ""given_name"": null, ""family_name"": null, ""loyalty_programme_accounts"": []}], ""totalAmount"": ""313.91"", ""totalCurrency"": ""USD""}"
14,8,flight,"Alternative Economy Flight: New York to Miami, Miami to New York (Frontier Airlines)",263.97,off_0000B3hR7USkQu7Iln8Gec,"{""id"": ""off_0000B3hR7USkQu7Iln8Gec"", ""owner"": {""id"": ""arl_00009VME7DC2bj9quHXKpE"", ""name"": ""Frontier Airlines"", ""iata_code"": ""F9"", ""logo_lockup_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-lockup/F9.svg"", ""logo_symbol_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/F9.svg"", ""conditions_of_carriage_url"": ""https://www.flyfrontier.com/legal/contract-of-carriage""}, ""slices"": [{""id"": ""sli_0000B3hR7USkQu7Iln8GeX"", ""origin"": {""city"": ""New York"", ""iata"": ""JFK"", ""name"": ""John F. Kennedy International Airport""}, ""duration"": ""PT3H19M"", ""segments"": [{""id"": ""seg_0000B3hR7USkQu7Iln8GeW"", ""origin"": {""iata"": ""JFK"", ""name"": ""John F. Kennedy International Airport""}, ""carrier"": {""iata"": ""F9"", ""name"": ""Frontier Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/F9.svg""}, ""aircraft"": ""Airbus A321"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}], ""arrivingAt"": ""2026-02-27T13:21:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-02-27T10:02:00"", ""destination"": {""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""flightNumber"": ""1809""}], ""destination"": {""city"": ""Miami"", ""iata"": ""MIA"", ""name"": ""Miami International Airport""}}, {""id"": ""sli_0000B3hR7USkQu7Iln8Gea"", ""origin"": {""city"": ""Miami"", ""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""duration"": ""PT3H7M"", ""segments"": [{""id"": ""seg_0000B3hR7USkQu7Iln8GeZ"", ""origin"": {""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""carrier"": {""iata"": ""F9"", ""name"": ""Frontier Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/F9.svg""}, ""aircraft"": ""Airbus A320neo"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}], ""arrivingAt"": ""2026-03-10T10:07:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-03-10T07:00:00"", ""destination"": {""iata"": ""JFK"", ""name"": ""John F. Kennedy International Airport""}, ""flightNumber"": ""4218""}], ""destination"": {""city"": ""New York"", ""iata"": ""JFK"", ""name"": ""John F. Kennedy International Airport""}}], ""expiresAt"": ""2026-02-26T03:45:49.853487Z"", ""passengers"": [{""id"": ""pas_0000B3hR7Q0F0wwAwDlRfL"", ""age"": null, ""type"": ""adult"", ""fare_type"": null, ""given_name"": null, ""family_name"": null, ""loyalty_programme_accounts"": []}], ""totalAmount"": ""263.97"", ""totalCurrency"": ""USD""}"
15,9,other,Travel planning - details pending from concierge call,0.00,,
16,10,other,Travel planning - details pending from concierge call,0.00,,
17,11,other,Travel planning - details pending from concierge call,0.00,,
18,12,other,Travel planning - details pending from concierge call,0.00,,
19,13,other,Travel planning - details pending from concierge call,0.00,,
20,14,other,Travel planning - details pending from concierge call,0.00,,
21,15,flight,No flights available: MDW → DCA on 2026-02-28 to 2026-03-09 (Economy),0.00,,"{""searchParams"": {""budget"": 500, ""origin"": ""MDW"", ""cabinClass"": ""economy"", ""originName"": ""Chicago"", ""passengers"": 1, ""returnDate"": ""2026-03-09"", ""destination"": ""DCA"", ""departureDate"": ""2026-02-28"", ""destinationName"": ""Washington""}, ""noFlightsFound"": true}"
22,16,flight,No flights available: XLS → IAD on 2026-03-12 (Economy),0.00,,"{""searchParams"": {""budget"": null, ""origin"": ""XLS"", ""cabinClass"": ""economy"", ""originName"": ""St-Louis"", ""passengers"": 1, ""returnDate"": null, ""destination"": ""IAD"", ""departureDate"": ""2026-03-12"", ""destinationName"": ""Washington""}, ""noFlightsFound"": true}"
24,18,flight,No flights available: STN → LOS on 2026-03-02 to 2026-03-09 (Economy),0.00,,"{""searchParams"": {""budget"": 500, ""origin"": ""STN"", ""cabinClass"": ""economy"", ""originName"": ""London"", ""passengers"": 1, ""returnDate"": ""2026-03-09"", ""destination"": ""LOS"", ""departureDate"": ""2026-03-02"", ""destinationName"": ""Lagos""}, ""noFlightsFound"": true}"
26,20,other,Travel planning - details pending from concierge call,0.00,,
27,21,flight,Economy Flight: St. Louis to Miami,180.62,off_0000B3nxXgsD2GQ1hWwlQC,"{""id"": ""off_0000B3nxXgsD2GQ1hWwlQC"", ""owner"": {""id"": ""arl_00009VME7DAGiJjwomhv32"", ""name"": ""American Airlines"", ""iata_code"": ""AA"", ""logo_lockup_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-lockup/AA.svg"", ""logo_symbol_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg"", ""conditions_of_carriage_url"": ""https://www.aa.com/i18n/customer-service/support/conditions-of-carriage.jsp""}, ""slices"": [{""id"": ""sli_0000B3nxXgsD2GQ1hWwlQA"", ""origin"": {""city"": ""St. Louis"", ""iata"": ""STL"", ""name"": ""St. Louis Lambert International Airport""}, ""duration"": ""PT2H54M"", ""segments"": [{""id"": ""seg_0000B3nxXgsD2GQ1hWwlQ9"", ""origin"": {""iata"": ""STL"", ""name"": ""St. Louis Lambert International Airport""}, ""carrier"": {""iata"": ""AA"", ""name"": ""American Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg""}, ""aircraft"": ""Airbus A321"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-04-02T09:09:00"", ""cabinClass"": ""ECONOMY"", ""departingAt"": ""2026-04-02T05:15:00"", ""destination"": {""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""flightNumber"": ""2981""}], ""destination"": {""city"": ""Miami"", ""iata"": ""MIA"", ""name"": ""Miami International Airport""}}], ""expiresAt"": ""2026-03-01T06:47:22.000000Z"", ""passengers"": [{""id"": ""pas_0000B3nxXY6lcliSW4glM2"", ""age"": null, ""type"": ""adult"", ""fare_type"": null, ""given_name"": null, ""family_name"": null, ""loyalty_programme_accounts"": []}], ""totalAmount"": ""180.62"", ""totalCurrency"": ""USD""}"
28,21,flight,Alternative ECONOMY Flight: St. Louis to Miami (American Airlines),180.62,off_0000B3nxXgrr3a8RgQmTs0,"{""id"": ""off_0000B3nxXgrr3a8RgQmTs0"", ""owner"": {""id"": ""arl_00009VME7DAGiJjwomhv32"", ""name"": ""American Airlines"", ""iata_code"": ""AA"", ""logo_lockup_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-lockup/AA.svg"", ""logo_symbol_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg"", ""conditions_of_carriage_url"": ""https://www.aa.com/i18n/customer-service/support/conditions-of-carriage.jsp""}, ""slices"": [{""id"": ""sli_0000B3nxXgrr3a8RgQmTry"", ""origin"": {""city"": ""St. Louis"", ""iata"": ""STL"", ""name"": ""St. Louis Lambert International Airport""}, ""duration"": ""PT2H54M"", ""segments"": [{""id"": ""seg_0000B3nxXgrr3a8RgQmTrx"", ""origin"": {""iata"": ""STL"", ""name"": ""St. Louis Lambert International Airport""}, ""carrier"": {""iata"": ""AA"", ""name"": ""American Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg""}, ""aircraft"": ""Airbus A319"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-04-02T22:14:00"", ""cabinClass"": ""ECONOMY"", ""departingAt"": ""2026-04-02T18:20:00"", ""destination"": {""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""flightNumber"": ""1715""}], ""destination"": {""city"": ""Miami"", ""iata"": ""MIA"", ""name"": ""Miami International Airport""}}], ""expiresAt"": ""2026-03-01T06:47:22.000000Z"", ""passengers"": [{""id"": ""pas_0000B3nxXY6lcliSW4glM2"", ""age"": null, ""type"": ""adult"", ""fare_type"": null, ""given_name"": null, ""family_name"": null, ""loyalty_programme_accounts"": []}], ""totalAmount"": ""180.62"", ""totalCurrency"": ""USD""}"
29,22,flight,"Economy Flight: Newark to Miami, Miami to Newark",372.27,off_0000B3ovuN8EGpZrnKznMH,"{""id"": ""off_0000B3ovuN8EGpZrnKznMH"", ""owner"": {""id"": ""arl_00009VME7DAGiJjwomhv32"", ""name"": ""American Airlines"", ""iata_code"": ""AA"", ""logo_lockup_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-lockup/AA.svg"", ""logo_symbol_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg"", ""conditions_of_carriage_url"": ""https://www.aa.com/i18n/customer-service/support/conditions-of-carriage.jsp""}, ""slices"": [{""id"": ""sli_0000B3ovuN8EGpZrnKznM7"", ""origin"": {""city"": ""Newark"", ""iata"": ""EWR"", ""name"": ""Newark Liberty International Airport""}, ""duration"": ""PT3H16M"", ""segments"": [{""id"": ""seg_0000B3ovuN8EGpZrnKznM5"", ""origin"": {""iata"": ""EWR"", ""name"": ""Newark Liberty International Airport""}, ""carrier"": {""iata"": ""AA"", ""name"": ""American Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg""}, ""aircraft"": ""Boeing 737-800"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-03-04T09:00:00"", ""cabinClass"": ""ECONOMY"", ""departingAt"": ""2026-03-04T05:44:00"", ""destination"": {""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""flightNumber"": ""1196""}], ""destination"": {""city"": ""Miami"", ""iata"": ""MIA"", ""name"": ""Miami International Airport""}}, {""id"": ""sli_0000B3ovuN8EGpZrnKznMB"", ""origin"": {""city"": ""Miami"", ""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""duration"": ""PT3H4M"", ""segments"": [{""id"": ""seg_0000B3ovuN8EGpZrnKznM9"", ""origin"": {""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""carrier"": {""iata"": ""AA"", ""name"": ""American Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg""}, ""aircraft"": ""Airbus A319"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-03-21T11:49:00"", ""cabinClass"": ""ECONOMY"", ""departingAt"": ""2026-03-21T08:45:00"", ""destination"": {""iata"": ""EWR"", ""name"": ""Newark Liberty International Airport""}, ""flightNumber"": ""1692""}], ""destination"": {""city"": ""Newark"", ""iata"": ""EWR"", ""name"": ""Newark Liberty International Airport""}}], ""expiresAt"": ""2026-03-01T18:03:45.000000Z"", ""passengers"": [{""id"": ""pas_0000B3ovu8BvomctSTc2Xe"", ""age"": null, ""type"": ""adult"", ""fare_type"": null, ""given_name"": null, ""family_name"": null, ""loyalty_programme_accounts"": []}], ""totalAmount"": ""372.27"", ""totalCurrency"": ""USD""}"
30,22,flight,"Alternative Economy Flight: Newark to Miami, Miami to Newark (Spirit Airlines)",199.97,off_0000B3ovuADmGtI7kmUXhP,"{""id"": ""off_0000B3ovuADmGtI7kmUXhP"", ""owner"": {""id"": ""arl_00009VME7DDSWSIAygCT2J"", ""name"": ""Spirit Airlines"", ""iata_code"": ""NK"", ""logo_lockup_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-lockup/NK.svg"", ""logo_symbol_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/NK.svg"", ""conditions_of_carriage_url"": ""https://content.spirit.com/Shared/en-us/Documents/Contract_of_Carriage.pdf""}, ""slices"": [{""id"": ""sli_0000B3ovuADmGtI7kmUXhJ"", ""origin"": {""city"": ""Newark"", ""iata"": ""EWR"", ""name"": ""Newark Liberty International Airport""}, ""duration"": ""PT7H1M"", ""segments"": [{""id"": ""seg_0000B3ovuADmGtI7kmUXhH"", ""origin"": {""iata"": ""EWR"", ""name"": ""Newark Liberty International Airport""}, ""carrier"": {""iata"": ""NK"", ""name"": ""Spirit Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/NK.svg""}, ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 0}], ""arrivingAt"": ""2026-03-04T07:42:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-03-04T05:15:00"", ""destination"": {""iata"": ""ATL"", ""name"": ""Hartsfield-Jackson Atlanta International Airport""}, ""flightNumber"": ""0352""}, {""id"": ""seg_0000B3ovuADmGtI7kmUXhI"", ""origin"": {""iata"": ""ATL"", ""name"": ""Hartsfield-Jackson Atlanta International Airport""}, ""carrier"": {""iata"": ""NK"", ""name"": ""Spirit Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/NK.svg""}, ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 0}], ""arrivingAt"": ""2026-03-04T12:16:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-03-04T10:12:00"", ""destination"": {""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""flightNumber"": ""3031""}], ""destination"": {""city"": ""Miami"", ""iata"": ""MIA"", ""name"": ""Miami International Airport""}}, {""id"": ""sli_0000B3ovuADmGtI7kmUXhN"", ""origin"": {""city"": ""Miami"", ""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""duration"": ""PT8H17M"", ""segments"": [{""id"": ""seg_0000B3ovuADmGtI7kmUXhL"", ""origin"": {""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""carrier"": {""iata"": ""NK"", ""name"": ""Spirit Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/NK.svg""}, ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 0}], ""arrivingAt"": ""2026-03-21T17:09:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-03-21T15:12:00"", ""destination"": {""iata"": ""ATL"", ""name"": ""Hartsfield-Jackson Atlanta International Airport""}, ""flightNumber"": ""3030""}, {""id"": ""seg_0000B3ovuADmGtI7kmUXhM"", ""origin"": {""iata"": ""ATL"", ""name"": ""Hartsfield-Jackson Atlanta International Airport""}, ""carrier"": {""iata"": ""NK"", ""name"": ""Spirit Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/NK.svg""}, ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 0}], ""arrivingAt"": ""2026-03-21T23:29:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-03-21T21:17:00"", ""destination"": {""iata"": ""EWR"", ""name"": ""Newark Liberty International Airport""}, ""flightNumber"": ""0351""}], ""destination"": {""city"": ""Newark"", ""iata"": ""EWR"", ""name"": ""Newark Liberty International Airport""}}], ""expiresAt"": ""2026-03-01T17:48:45.350712Z"", ""passengers"": [{""id"": ""pas_0000B3ovu8BvomctSTc2Xe"", ""age"": null, ""type"": ""adult"", ""fare_type"": null, ""given_name"": null, ""family_name"": null, ""loyalty_programme_accounts"": []}], ""totalAmount"": ""199.97"", ""totalCurrency"": ""USD""}"
31,23,flight,No flights available: JFK → STN on 2026-03-16 to 2026-03-23 (Economy),0.00,,"{""searchParams"": {""budget"": 650, ""origin"": ""JFK"", ""cabinClass"": ""economy"", ""originName"": ""new york city"", ""passengers"": 1, ""returnDate"": ""2026-03-23"", ""destination"": ""STN"", ""departureDate"": ""2026-03-16"", ""destinationName"": ""London""}, ""noFlightsFound"": true}"
45,32,flight,Alternative Economy Flight: Newark to Miami (Spirit Airlines),104.78,off_0000B41jNJHJ0O3O4eADqa,"{""id"": ""off_0000B41jNJHJ0O3O4eADqa"", ""owner"": {""id"": ""arl_00009VME7DDSWSIAygCT2J"", ""name"": ""Spirit Airlines"", ""iata_code"": ""NK"", ""logo_lockup_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-lockup/NK.svg"", ""logo_symbol_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/NK.svg"", ""conditions_of_carriage_url"": ""https://content.spirit.com/Shared/en-us/Documents/Contract_of_Carriage.pdf""}, ""slices"": [{""id"": ""sli_0000B41jNJHJ0O3O4eADqY"", ""origin"": {""city"": ""Newark"", ""iata"": ""EWR"", ""name"": ""Newark Liberty International Airport""}, ""duration"": ""PT7H1M"", ""segments"": [{""id"": ""seg_0000B41jNJHJ0O3O4eADqW"", ""origin"": {""iata"": ""EWR"", ""name"": ""Newark Liberty International Airport""}, ""carrier"": {""iata"": ""NK"", ""name"": ""Spirit Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/NK.svg""}, ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 0}], ""arrivingAt"": ""2026-03-11T07:42:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-03-11T05:15:00"", ""destination"": {""iata"": ""ATL"", ""name"": ""Hartsfield-Jackson Atlanta International Airport""}, ""flightNumber"": ""0352""}, {""id"": ""seg_0000B41jNJHJ0O3O4eADqX"", ""origin"": {""iata"": ""ATL"", ""name"": ""Hartsfield-Jackson Atlanta International Airport""}, ""carrier"": {""iata"": ""NK"", ""name"": ""Spirit Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/NK.svg""}, ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 0}], ""arrivingAt"": ""2026-03-11T12:16:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-03-11T10:12:00"", ""destination"": {""iata"": ""MIA"", ""name"": ""Miami International Airport""}, ""flightNumber"": ""3031""}], ""destination"": {""city"": ""Miami"", ""iata"": ""MIA"", ""name"": ""Miami International Airport""}}], ""expiresAt"": ""2026-03-07T21:59:36.247833Z"", ""passengers"": [{""id"": ""pas_0000B41jNHW7YKiSc151ec"", ""age"": null, ""type"": ""adult"", ""fare_type"": null, ""given_name"": null, ""family_name"": null, ""loyalty_programme_accounts"": []}], ""totalAmount"": ""104.78"", ""totalCurrency"": ""USD""}"
